CHOICELIST,,,/CHOICELIST
Branch,017604-KCP TANGERANG SUPERMAL KARAWACI,KCPSPKARAW,
Branch,017605-KCP TANGERANG CITRA RAYA,TNGRCTRRAY,
Branch,017607-KCP TANGERANG BALARAJA,KCPTGNBLRJ,
Branch,017608-KCP TANGERANG TAMAN BOROBUDUR,KCPTGTMNBR,
Branch,017609-KCP TANGERANG CIKUPA,TGRCIKUPA,
Branch,017610-KK TANGERANG AEON MALL,TNGRAEONMA,
Branch,017612-KCP TANGERANG THE BREEZE,KCPBSDBREZ,
Branch,017651-KCP LAVON SWANCITY,KCLAVONSWA,
Branch,017659-KCP TANGERANG BIZPOINT,TNGBIZPOIN,
Branch,017660-KCP TANGERANG MAUK,KCPTGMAUK1,
Branch,017661-KCP TANGERANG CISAUK,KCPTGCISAU,
Branch,017662-KCP TANGERANG JAYANTI,KCPTGJAYAN,
Branch,017663-KCP TANGERANG RAJEG,KCPTGRAJEG,
Branch,017664-KCP TANGERANG PASAR MUTIARA MODE,KCPTGPAMUM,
Branch,017665-KCP TANGERANG PASAR LEGOK,KCPTGPALEG,
Branch,017666-KCP TANGERANG VILA TOMANG,KCPTGVITOM,
Branch,017667-KCP TANGERANG PASAR SENTIONG,KCPTGPASEN,
Branch,017668-KCP TANGERANG KELAPA DUA,KCPTGRKLP2,
Branch,017700-KC TASIKMALAYA OTTO ISKANDARDINA,KCTSKOTTOI,
Branch,017701-KCP TASIKMALAYA MUSTOFA,TSKMLYMSTF,
Branch,017702-KC TASIKMALAYA OTTO ISKANDARDINA,KCTSKOTTO2,
Branch,017703-KCP CIAMIS,KCPCIAMIS,
Branch,017704-KC GARUT,KCGARUT,
Branch,017705-KCP GARUT CIKAJANG,KCGRTCIKAJ,
Branch,017706-KCP CIAMIS BANJAR,KCPCIAMISB,
Branch,017750-KCP BANJAR LANGENSARI,KCPBANJLAN,
Branch,017751-KCP CIAMIS RAJADESA,KCPCIAMRAJ,
Branch,017752-KCP GARUT CILAWU,KCPGARCILA,
Branch,017753-KCP TASIKMALAYA MANGKUBUMI,KCPTSKMANG,
Branch,017754-KCP TASIKMALAYA JUANDA,KCPTSKJUAN,
Branch,017759-KC TASIKMALAYA OTTO ISKANDARDINA,KCTSKOTT59,
Branch,017761-KCP TASIKMALAYA CIAWI,KCTSKCIAW1,
Branch,017763-KCP TASIKMALAYA CIAWI,KCTSKCIAWI,
Branch,017765-KCP TASIKMALAYA MANONJAYA,KCPMANOJAY,
Branch,017766-KCP TASIKMALAYA SINGAPARNA,KCPTSKSING,
Branch,017767-KCP GARUT CIMANUK (DH GARUT GUNT,KCPGARCIMA,
Branch,017768-KCP TASIKMALAYA CIAWI,KCTSKCIAW8,
Branch,017770-KCP GARUT BAYONGBONG (POS),KCPGRTBAYB,
Branch,017773-KCP CIAMIS PANJALU,KCCIAMPAN,
Branch,017775-KCP GARUT PAMEUNGPEUK,KCGRTPAMEU,
Branch,017776-KCP GARUT BUNGBULANG,KCPGRTBUNG,
Branch,017780-KC PANGANDARAN,KCPNGNDRN,
Branch,017781-KCP TASIKMALAYA CIKALONG,KCPTSKCIKA,
Branch,017782-KCP GARUT SAMARANG,KCPGRTSMRG,
Branch,017783-KCP TASIKMALAYA GUNUNG SABEULAH,KCPTSKGNSA,
Branch,017784-KCP GARUT TAROGONG,KCPGRTTARO,
Branch,017800-KC AREA GRESIK,KCGRESIK,
Branch,017801-KCP GEDUNG UTAMA SEMEN GRESIK,KCPSEMENGR,
Branch,017802-KCP TUBAN,TUBAN,
Branch,017803-KCP BOJONEGORO,KCPBOJONEG,
Branch,017804-KCP LAMONGAN,KCPLAMONGA,
Branch,017805-KCP GRESIK MANYAR,KCPGRSKMYR,
Branch,017806-KCP GRESIK PETROKIMIA,GRESIKPTRK,
Branch,017807-KCP TUBAN SEMEN GRESIK,TUBANSEMGR,
Branch,017808-KCP LAMONGAN RAYA BABAT,LAMONGRABA,
Branch,017809-KCP GRESIK KOTA BARU SUMATRA,KCGRSKOBAS,
Branch,017850-KCP GRESIK CERME,KCPGRSCERM,
Branch,017852-KCP LAMONGAN BRONDONG,LMBRONDONG,
Branch,017853-KCP TUBAN RENGEL,TUBANRENG,
Branch,017854-KCP BOJONEGORO SUMBERREJO,KCPBOJOSUM,
Branch,017855-KCP GRESIK SEDAYU,GRESIKSDY,
Branch,017856-KCP BOJONEGORO KALITIDU,BOJONEGKLT,
Branch,017857-KCP GRESIK BALUNGPANGGANG,GRESIKBALU,
Branch,017859-KCP LAMONGAN SUKODADI,LAMONGSUKO,
Branch,017860-KCP SURABAYA BENOWO,SBYBENO,
Branch,017861-KCP JATIROGO,JATIRG,
Branch,017862-KCP BOJONEGORO MASTRIP,BOJONEGMST,
Branch,017863-KCP GRESIK PASAR KOTA,GRESIKPSKO,
Branch,017864-KCP LAMONGAN SUNAN DRAJAD,LAMONGSUDR,
Branch,017865-KCP BOJONEGORO KEDUNGADEM,BOJONEGKDG,
Branch,017866-KCP BOJONEGORO DANDER,KCPBOJODAN,
Branch,017867-KCP TUBAN BANGILAN,KCPTUBANBG,
Branch,017868-KCP TUBAN GAJAH MADA,KCPTUBANGM,
Branch,017869-KCP TUBAN WIDANG,KCPTUBANWI,
Branch,017870-KCP GRESIK MENGANTI,KCPGRSMENG,
Branch,017871-KCP TUBAN TAMBAKBOYO,KCPTUBANTA,
Branch,017872-KCP GRESIK DRIYOREJO,KCPGRSDRIY,
Branch,017873-KCP TUBAN MERAK URAK,KCPTUBANMU,
Branch,017900-KC BENGKULU S. PARMAN,KCBGKSPARM,
Branch,017901-KCP BENGKULU AHMAD YANI,KCPBGKLAHY,
Branch,017902-KCP BENGKULU CURUP,KCPBKLCURU,
Branch,017903-KCP BENGKULU PANORAMA,KCPBKLPANO,
Branch,017904-KCP BENGKULU MANNA,KCPBGKLMAN,
Branch,017950-KCP BENGKULU ARGA MAKMUR (DH PAL,KCPBGKLARM,
Branch,017951-KCP BENGKULU MANNA (DH PALEMBANG,KCPBGKLMNN,
Branch,017952-KCP BENGKULU KETAHUN,KCBKULUKTH,
Branch,017958-KCP MUKOMUKO,KCMUKOMUKO,
Branch,017960-KCP BENGKULU KEMBANG SERI,KCPBGKLKMS,
Branch,017961-KCP BENGKULU LINTAS KETAHUN,KCPBGKLLIK,
Branch,017962-KCP BENGKULU SUKARAJA,KCPBGKLSUK,
Branch,017963-KCP BENGKULU MUARA BANGKAHULU,KCPBGKLMUB,
Branch,018000-KC PURWOKERTO,KCPWRIDR1,
Branch,018001-KC CILACAP,KCCILACAP,
Branch,018002-KC PURWOKERTO,KCPWRIDR3,
Branch,018003-KCP PURWOKERTO UNSOED,KCPPURWUNS,
Branch,018004-KCP KROYA,KCPKROYA01,
Branch,018006-KC PURWOKERTO,KCPWRIDR6,
Branch,018007-KC PURWOKERTO,KCPWRIDR7,
Branch,018050-KCP BANJARNEGARA PURWAREJA KLAMP,KCPBNPRWKL,
Branch,018051-KCP BANYUMAS KEMBARAN,KCPBNYKEMB,
Branch,018052-KCP PASAR MAJENANG,KCPPASMAJE,
Branch,018053-KCP CILACAP SAMPANG,KCPCILSAMP,
Branch,018054-KCP PURBALINGGA KALIMANAH,KCPPURBKAL,
Branch,018055-KCP AJIBARANG,AJIBARANG5,
Branch,018056-KCP KARANG PUCUNG,KCPKARAPUC,
Branch,018057-KCP AJIBARANG,AJIBARANG,
Branch,018058-KCP AJIBARANG,AJIBARANG8,
Branch,018059-KCP PURWOKERTO BANYUMAS (DH BANY,KCPPRWBNYM,
Branch,018060-KC PURWOKERTO,KCPWRID60,
Branch,018063-KCP PURWOKERTO KULON (POS),KCPPRWKULO,
Branch,018065-KC PURWOKERTO,KCPWRID65,
Branch,018066-KC PURWOKERTO,KCPWRID66,
Branch,018067-KCP CILACAP KESUGIHAN,KCPCLCKESU,
Branch,018100-KC KUPANG URIP SUMOHARJO,URIPSHARJO,
Branch,018101-KCP KUPANG M HATTA,KUPANGHTTA,
Branch,018102-KC ATAMBUA,ATAMBUA,
Branch,018103-KCP MAUMERE,MAUMERE,
Branch,018104-KCP RUTENG,RUTENG,
Branch,018105-KCP LABUAN BAJO,KCPLABBAJO,
Branch,018106-KCP ENDE,KPNGENDE,
Branch,018107-KCP WAINGAPU,KCPWAINGAP,
Branch,018108-KCP LARANTUKA,KCPLARANTU,
Branch,018109-KCP MALAKA,KKMALAKA01,
Branch,018150-KCP BAJAWA,KCPBAJAWA1,
Branch,018151-KCP MBAY,KCPMBAY011,
Branch,018153-KCP OESAPA,KCPOESAPA1,
Branch,018154-KCP SOE,KCPSOE0111,
Branch,018155-KCP KEFAMENANU,KCPKEFAMEN,
Branch,018156-KCP ENDE AMBUGAGA,KCPENDEAMB,
Branch,018157-KCP KUPANG OESAO,KCPKPGOESA,
Branch,018158-KCP TAMBOLAKA WAITABULA,KCPTAMBWAI,
Branch,018200-KC SUKABUMI SUDIRMAN,KCSKBMSDRM,
Branch,018201-KCP SUKABUMI AHMAD YANI,KCPSKBMAYN,
Branch,018202-KCP CIPANAS,KCPCPNS,
Branch,018203-KCP CIANJUR SUROSO,KCCNJRSURO,
Branch,018204-KCP CICURUG,KCPCICRUG,
Branch,018205-KCP CIANJUR COKROAMINOTO,KCPCNJCKRM,
Branch,018206-KCP PELABUHAN RATU,KCPPELRATU,
Branch,018207-KCP CIBADAK,KCPCIBDAK,
Branch,018208-KCP CIANJUR CIRANJANG,CIANJRCRNJ,
Branch,018250-KCP CIANJUR CIRANJANG,KCPCRNJANG,
Branch,018261-KCP SUKABUMI CISAAT,KCPCISAAT,
Branch,018300-KC RANTAU PRAPAT AHMAD YANI,KCRPAHMYAN,
Branch,018308-KC RANTAU PRAPAT AHMAD YANI,KCRPAHMYA8,
Branch,018309-KCP TANJUNG BALAI,TANJGBALAI,
Branch,018351-KCP AEK NABARA,KCPAEKNABA,
Branch,018361-KCP PADANG SIDEMPUAN,KCPPDGSIDE,
Branch,018400-KC KUDUS,KCKUDUS,
Branch,018401-KCP JEPARA,KCPJEPARA,
Branch,018402-KCP BLORA,KCPBLORA,
Branch,018403-KCP CEPU,KCPCEPU,
Branch,018404-KCP KUDUS ALUN ALUN,KCPKDSALUN,
Branch,018405-KCP REMBANG,KCPREMBANG,
Branch,018406-KCP LASEM,KCPLASEM,
Branch,018407-KCP JUWANA,KCPJUWANA,
Branch,018408-KCP PATI,KCPPATI,
Branch,018409-KCP PURWODADI,KCPPURWODA,
Branch,018454-KCP REMBANG KOTA,KCPRMBGKT,
Branch,018458-KCP REMBANG KOTA,KCPRMBGKT8,
Branch,018459-KCP GROBOGAN GUBUG,KCPGRBGGUB,
Branch,018474-KCP PURWODADI DIPONEGORO,KCPPRWDIP4,
Branch,018475-KCP PURWODADI DIPONEGORO,KCPPRWDIP,
Branch,018500-KC MAGELANG,KCMAGELANG,
Branch,018501-KCP PARAKAN,KCPARAKAN,
Branch,018502-KCP KUTOARJO,KCPKUTOARJ,
Branch,018503-KC MAGELANG,KCMAGELAN3,
Branch,018506-KCP TEMANGGUNG,KCPTEMANGG,
Branch,018507-KC MAGELANG,KCMAGELAN7,
Branch,018508-KCP TERNATE P REVOLUSI,KCPTRNTRE,
Branch,018600-KC AMBON PANTAI MARDIKA,KCAMBNMERD,
Branch,018601-KC AMBON PATTIMURA,KCAMBNPTMR,
Branch,018604-KC AMBON PANTAI MARDIKA,KCAMBNMER4,
Branch,018607-KCP MALUKU TENGGARA,KCPMLKTENG,
Branch,018608-KCP TERNATE P REVOLUSI,KCPTRNTREV,
Branch,018612-KCP AMBON UNIVERSITAS PATTIMURA,AMBUNIVPAT,
Branch,018613-KCP INDONESIA WEDA BAY INDUTRIAL,INDWEDBAY,
Branch,018659-KCP WEDA,KCPWEDA,
Branch,019511-KC JAKARTA PLAZA MANDIRI,JKTMDRIDR9,
Branch,020002-DIVISI GSR,DIVIDR,
Branch,020009-IBT BPC SBY,SBYBPCIDR,
Branch,020010-IBT BPC MDN,MDNBPCIDR,
Branch,020011-IBT BPC BDG,BDGBPCIDR,
Branch,020012-IBT BPC SMG,SMGBPCIDR,
Branch,020015-IBT BPC MKS,MKSBPCIDR,
Branch,031000-KC LAMBUNG MANGKURAT,BJMLAMBIDR,
Branch,031001-(DO NOT USE XXX),BJMLAMBID1,
Branch,031005-KC LAMBUNG MANGKURAT,BJMLAMBID5,
Branch,031020-(DO NOT USE XXX),BJMPRAPIDR,
Branch,031030-(DO NOT USE XXX),TANJIDR,
Branch,031040-(DO NOT USE XXX),PRYIDR,
Branch,031050-(DO NOT USE XXX),SAMPIDR,
Branch,031060-(DO NOT USE XXX),KUKIDR,
Branch,03110-DO NOT USE,KCPMARTAPU,
Branch,03114-DO NOT USE,KTABARU,
Branch,03124-KCP TANJUNG MABUUN,KCPTANJMAB,
Branch,031709-KK YOGYAKARTA AHMAD DAHLAN,YOGAHMDAHL,
Branch,03183-KCP SERONGGA,KCPSERONGG,
Branch,03184-KCP PAGATAN,KCPPAGATAN,
Branch,03185-KCP BANJARMASIN PASAR LAMA,KCPBANJPAS,
Branch,060000-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM00,
Branch,060001-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM01,
Branch,060002-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM02,
Branch,060003-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM03,
Branch,060004-KC JAKARTA JATINEGARA TIMUR,JKTJTGTMR4,
Branch,060005-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM05,
Branch,060006-KC JAKARTA JATINEGARA TIMUR,JKTJTGTMR6,
Branch,060007-KC JAKARTA JATINEGARA TIMUR,JKTJTGTMR7,
Branch,060009-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM09,
Branch,060010-KC JAKARTA JATINEGARA TIMUR,JKTJTGTMR0,
Branch,060011-KC JAKARTA JATINEGARA TIMUR,JKTJTGTMR1,
Branch,060012-KC JAKARTA JATINEGARA TIMUR,JKTJTGTMR2,
Branch,060019-KC JAKARTA JATINEGARA TIMUR,JKTJTGTMR9,
Branch,060047-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM47,
Branch,060060-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM60,
Branch,060078-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM08,
Branch,060092-KC JAKARTA JATINEGARA TIMUR,JKTJTGTM92,
Branch,0627-KCP JAKARTA PASAR MESTER JATINEGAR,KCPJAKMEST,
Branch,070000-KC JAKARTA PLAZA MANDIRI,JKTPMDRIDR,
Branch,070001-KC JAKARTA PLAZA MANDIRI,JKTPLZMIDR,
Branch,070002-KC JAKARTA PLAZA MANDIRI,JKTPMDRID2,
Branch,070003-KC JAKARTA PLAZA MANDIRI,JKTPMDRID3,
Branch,070007-KC JAKARTA PLAZA MANDIRI,JKTPMDRID7,
Branch,070008-KC JAKARTA PLAZA MANDIRI,JKTPMDRID8,
Branch,070009-KC JAKARTA PLAZA MANDIRI,JKTPLZMID9,
Branch,090000-KC JAKARTA PLAZA MANDIRI,JKTMDRIDR2,
Branch,099009-JAKARTA CITY OPERATION,JKTCITY,
Branch,099039-BANDUNG CITY OPERATION,BDGCITYIDR,
Branch,099101-ECO LIVIN DIGIREMIT,DIGIREMIT,
Branch,099102-MCM KOPRA,MCMKOPRA,
Branch,099103-NEW BDS,NBDS,
Branch,099106-CONSUMER CARD,CONSCARD,
Branch,099107-MEBG,MEBG,
Branch,10100001-PRIORITAS JAKARTA PONDOK INDAH,PBJAKPONIN,
Branch,10119001-PRIORITAS JAKARTA BINTARO JAYA,PBJAKBINTR,
Branch,10200001-PRIORITAS JAKARTA SUDIRMAN,PBJKTSDRMN,
Branch,10200002-PRIVATE JAKARTA SUDIRMAN,PVJKTSDRMN,
Branch,10300001-PRIORITAS JAKARTA THAMRIN,PBJAKTHAMR,
Branch,10501001-PRIORITAS MEDAN PULAU PINANG,PBMDNPLPNG,
Branch,10501002-PRIVATE OFFICE MEDAN PULAU PIN,MDNPINANG,
Branch,10611001-PRIORITAS MEDAN PERINTIS KEMER,PBMDNPRTKD,
Branch,10700001-PRIORITAS PEMATANGSIANTAR SUDI,PBPMTGSDRM,
Branch,10802001-PRIORITAS PEKANBARU SUDIRMAN T,PBPKNBRSDT,
Branch,10900001-PRIORITAS BATAM NAGOYA,PBBTMNAGOY,
Branch,11000001-PRIORITAS JAMBI GATOT SUBROTO,PRIORJAMBI,
Branch,11100001-PRIORITAS PADANG SUDIRMAN,PBPDGSDRMN,
Branch,11200001-PRIORITAS PALEMBANG SUDIRMAN,PBPALSUDIR,
Branch,11300001-PRIORITAS PALEMBANG ARIEF,PBPLBARIEF,
Branch,11403001-PRIORITAS BANDAR LAMPUNG SUPRA,PBBDLMPSPT,
Branch,11500001-PRIORITAS JAKARTA KOTA,PBJKTKOTA,
Branch,11700001-PRIORITAS JAKARTA KYAI TAPA,PBJKTKYTP,
Branch,11800001-PRIORITAS JAKARTA DAAN MOGOT,PRIORDANMO,
Branch,11900001-PRIORITAS JAKARTA GAMBIR,PBJAKGAMBI,
Branch,12017001-PRIORITAS JAKARTA SUNTER AGUNG,PBJKTSTAGM,
Branch,12100001-PRIORITAS JAKARTA KEBON SIRIH,PBJAKKBSIR,
Branch,12200001-PRIORITAS JAKARTA IMAM BONJOL,PBJAKIMBON,
Branch,12300001-PRIORITAS JAKARTA CIKINI,PBJAKCIKIN,
Branch,12402001-PRIORITAS JAKARTA GRAHA IRAMA,PBJAKGRAIR,
Branch,12503001-PRIORITAS JAKARTA KELAPA GADIN,PBJKTKLPGD,
Branch,12518001-PRIORITAS JAKARTA GRAHA REKSO,PBJKTGRHRK,
Branch,12601001-PRIORITAS JAKARTA ISKANDARSYAH,PBJAKISKAN,
Branch,12700001-PRIORITAS JAKARTA FATMAWATI,PBJAKFATMA,
Branch,12900001-PRIORITAS JAKARTA PASAR REBO,PBJAKPASRE,
Branch,13002001-PRIORITAS BANDUNG SOEKARNO HAT,PBBDGSUTA,
Branch,13100001-PRIORITAS BANDUNG SURAPATI,PBBDGSURAP,
Branch,13215001-PRIORITAS BANDUNG SUKAJADI,PBBDGSUKAJ,
Branch,13300001-PRIORITAS BOGOR JUANDA,PBBGRJUAND,
Branch,13400001-PRIORITY BANKING CIREBON YOS S,PBCRYOSDAR,
Branch,13500001-PRIORITAS SEMARANG PEMUDA,PBSMGPEMUD,
Branch,13626001-PRIORITAS SEMARANG SISINGAMANG,PBSMGPATRA,
Branch,13700001-PRIORITAS YOGYAKARTA SUDIRMAN,PBYGSUDIRM,
Branch,13800001-PRIORITAS SOLO SRIWEDARI,PBSOLOSRIW,
Branch,14033001-PRIORITAS SURABAYA GD. SAMPOER,PBSBYGDSMP,
Branch,14107001-PRIORITAS SURABAYA DARMO PERMA,PBSBYDARPE,
Branch,14200001-PRIORITAS SURABAYA BASUKI RAHM,PBSBYBSKRH,
Branch,14300001-PRIORITAS JEMBER ALUN-ALUN,PBJMBALUN2,
Branch,14401001-PRIORITAS MALANG MERDEKA,PBMLGMERDE,
Branch,14502001-PRIORITAS DENPASAR UDAYANA,PBDENUDAYA,
Branch,14600001-PRIORITAS PONTIANAK S PARMAN,PBPONSPARM,
Branch,14802001-PRIORITAS SAMARINDA SUDIRMAN,PBSAMASUDI,
Branch,14902001-PRIORITAS BALIKPAPAN KLANDASAN,PBBALKLAND,
Branch,15001001-PRIORITAS MANADO TOAR,PBMANADOTO,
Branch,15213001-PRIORITAS MAKASSAR S. RIYADI,PBMKSRIYAD,
Branch,15275-KCP SINJAI,SINJAI,
Branch,15276-KCP BANTAENG,BANTAENG,
Branch,15278-KCP MAROS,MAROS,
Branch,15280-KCP TARAILU MAMUJU,MAMUJU,
Branch,15282-KCP AMBON PASO,AMBONPASO,
Branch,15283-KCP AMBON MASOHI,AMBONMASOH,
Branch,15284-KCP AMBON NAMLEA,AMBONNAMLE,
Branch,15285-KCP AMBON TUAL,AMBONTUAL,
Branch,15286-KCP MAKASSAR SIWA,WAJOMKSR,
Branch,15288-KCP MAKASSAR SOPPENG,SOPENGMKSR,
Branch,15289-KCP MASAMBA,MASAMBALWK,
Branch,"15290-JL. S. PAREMAN, KEL. SABE, BELOPA",BELOPALWK,
Branch,15291-KCP MAKASSAR BTP,BTPMKSR,
Branch,15400001-PRIORITAS JAYAPURA AHMAD YANI,PRIORAHYJY,
Branch,15475-KCP JAYAPURA PASAR YOTEFA,PAPUA,
Branch,15476-KCP JAYAPURA SARMI,SARMI,
Branch,15477-KCP KEEROM ARSO,KEEROM,
Branch,15478-KCP NABIRE BUMI RAYA,NABIRE,
Branch,15531-KK TANGERANG TAMAN NIAGA SOEWARNA,BNDRSOEK1,
Branch,15532-KCP TANGERANG MUTIARA KOSAMBI,BNDRSOEK2,
Branch,15533-KK TANGERANG GEDUNG MANAJEMEN GAR,BNDRSOEK3,
Branch,15538-KCP TANGERANG CITRA RAYA,CITRATNG,
Branch,15540-DO NOT USE,KKTANGRPLM,
Branch,15540001-PRIORITAS TANGERANG PALEM SEMI,PBJKTTGRPL,
Branch,15575-KCP TANGERANG PASAR ANYAR,PSRTNG,
Branch,15576-KCP TANGERANG PASAR SEPATAN,SPTNTNG,
Branch,15577-KCP TANGERANG PASAR PORIS,PORISTNG,
Branch,15578-KCP TANGERANG PASAR KEMIS,PSKEMISTNG,
Branch,15579-KCP TANGERANG PASAR JATI UWUNG,JTUWUNGTNG,
Branch,15580-KCP TANGERANG PASAR KUTABUMI,PKTBIMUTNG,
Branch,15581-KCP TANGERANG PASAR MALABAR,PSMLBRTNG,
Branch,15582-KCP TANGERANG PASAR BONANG,PSBNGTNG,
Branch,15583-KCP TANGERANG PASAR KAMPUNG MELAY,PSMELYUTNG,
Branch,15584-KCP TANGERANG PASAR CISOKA,PSCISOKA,
Branch,15622-KCP BEKASI WISMA ASRI,WISMABKS,
Branch,15677-KCP BEKASI SERANG CIBARUSAH,SRGBKS,
Branch,15678-KCP BEKASI PEJUANG,PEJUANGBKS,
Branch,15679-KCP TAMBUN MANGUN JAYA,TAMBUNBKS,
Branch,15680-KCP BEKASI MUSTIKA JAYA,MUSTIKBKS,
Branch,15700001-PRIORITAS DEPOK,PBDEPOK,
Branch,15776-KCP DEPOK PANCORAN MAS,PNCRNDPK,
Branch,15777-KCP DEPOK CITAYAM,CITAYDPK,
Branch,15807-KCP BIREUEN,BIREUN,
Branch,15810-KCP TAPAK TUAN,TAPAKTUAN,
Branch,15811-KCP SIGLI,SIGLI,
Branch,15876-KCP BANDA ACEH IDI RAYEUK,IDIACEH,
Branch,15877-KCP BANDA ACEH PEUREULAK,PEURLKACEH,
Branch,15878-KCP BANDA ACEH BLANG PIDIE,BLANGPACEH,
Branch,15879-KCP BANDA ACEH GEUDONG,GEUDONGACE,
Branch,15880-KCP BANDA ACEH MATANG GLUMPANG DU,MATANGACEH,
Branch,15881-KCP BANDA ACEH BEUREUNUN,BEURUNACEH,
Branch,15882-KCP BANDA ACEH LHOKSUKON,LHOKACEH,
Branch,15902-KC KUALA KAPUAS,KAPUASKLMT,
Branch,15903-KCP PANGKALAN BUN,PGKLNKLMTN,
Branch,15908-KK KUALA PEMBUANG,KUALAKLMT,
Branch,15975-KCP PALANGKARAYA MERANEN,PLNGKRYKLM,
Branch,15976-KCP KASONGAN,KASONGKLMT,
Branch,15977-KCP KUALA KURUN,KURUNKLMT,
Branch,16075-KCP PRAFI MANOKWARI,MANOKPAPUA,
Branch,16100001-PRIORITAS MATARAM CAKRANEGARA,PBMATCAKRA,
Branch,16112-KCP ENDE,ENDE,
Branch,16113-KCP BIMA,BIMANTT,
Branch,16175-KCP LOMBOK GERUNG,LOMBOKNTT,
Branch,16176-KCP LOMBOK NARMADA,LMBKLNTT,
Branch,16177-KCP LOMBOK PEMENANG,LMBKPEMENA,
Branch,16178-KCP LOMBOK KOPANG,LMBKKOPANG,
Branch,16179-KCP MATARAM AIKMEL,MTRAMAIKME,
Branch,16180-KCP LOMBOK TANJUNG,LMBKTANJUN,
Branch,16181-KCP LOMBOK KEDIRI,LMBKKEDIRI,
Branch,16182-KCP MATARAM MASBAGIK,MTRAMMASBA,
Branch,16183-KCP LOMBOK SAKRA,LMBOKSAKRA,
Branch,16184-KCP LOMBOK TERARA,LMBKTERARA,
Branch,16200-KC KENDARI MESJID AGUNG,KNDRIMESJA,
Branch,16201-KCP KENDARI SOEKARNO,KNDRISOEKA,
Branch,16203-KC POMALAA,POMALAA,
Branch,16204-KCP KOLAKA,KOLAKA,
Branch,16205-KCP WUA WUA,WUAWUA,
Branch,16275-KCP KENDARI ANDUNOUHU,KNDARIANDU,
Branch,16276-KCP TINANGGEA,TINANGGEA,
Branch,16400001-PRIORITAS TANGERANG BINTARO,PBTGRBNTR,
Branch,16507001-PRIORITAS JAKARTA KEBON JERUK,PBJKTKBJRK,
Branch,16600001-PRIORITAS JAKARTA PONDOK KELAP,PBJAKPONKE,
Branch,16701001-PRIORITAS BEKASI SENTRA NIAGA,PBBEKSENTR,
Branch,16803001-PRIORITAS JAKARTA PLUIT KENCAN,PBJKTPLKCN,
Branch,16900001-PRIORITAS PANGKAL PINANG,PBPKLPNG,
Branch,17310001-KCP PURWAKARTA BESLAND PERTIWI,PWKTBLND,
Branch,17313001-KCP KARAWANG KIIC,KRWNGKIIC,
Branch,17500001-PRIORITY BANKING KUTA RAYA,PBKUTARAYA,
Branch,3101001-PRIORITAS BANJARMASIN PANGERAN,PBBANPANGE,
Branch,56196-KCP GROBOGAN GODONG,GROBOGANGO,
Branch,600001-PRIORITAS JAKARTA JATINEGARA TIM,PBJKJATTIM,
Branch,7000001-PRIORITAS JAKARTA PLAZA MANDIRI,PBJKTPLASM,
Branch,9999990002-(DO NOT USE XXX),BDGCITY,
Branch,9999990015-(DO NOT USE XXX),JKTFATIDR,
Branch,9999990016-(DO NOT USE XXX),JKTMKRIDR2,
Branch,9999990017-(DO NOT USE XXX),JKTPACEIDR,
Branch,9999990018-(DO NOT USE XXX),JKTPINSIDR,
Branch,9999990019-(DO NOT USE XXX),KCPPASUR,
Branch,9999990032-(DO NOT USE XXX),SMRKESIDIR,
Branch,9999990033-(DO NOT USE XXX),RASUNAIDR,
Branch,9999990043-(DO NOT USE XXX),JKTWASIDR,
Branch,9999990044-(DO NOT USE XXX),JKTBUNCIDR,
Branch,9999990045-KC HANG TUAH,JKTTUAHIDR,
